Price,Mileage,Make,Model,Trim,Type,Cylinder
26060.33535,9795,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
26781.81465,12052,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
26302.07428,13050,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
26190.27147,17335,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
25508.21096,17480,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
23348.01695,24027,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
23406.68982,25387,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
23159.54378,25869,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
21536.74173,37128,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6
51154.04722,2202,Cadillac,CST-V,Sedan 4D,Sedan,8
49248.15897,6685,Cadillac,CST-V,Sedan 4D,Sedan,8
46747.67327,15343,Cadillac,CST-V,Sedan 4D,Sedan,8
44130.61706,21341,Cadillac,CST-V,Sedan 4D,Sedan,8
44084.91421,21367,Cadillac,CST-V,Sedan 4D,Sedan,8
43892.46788,23371,Cadillac,CST-V,Sedan 4D,Sedan,8
44300.63996,23751,Cadillac,CST-V,Sedan 4D,Sedan,8
42677.60112,24052,Cadillac,CST-V,Sedan 4D,Sedan,8
43374.05242,25199,Cadillac,CST-V,Sedan 4D,Sedan,8
40619.07227,30082,Cadillac,CST-V,Sedan 4D,Sedan,8
33417.96501,6598,Cadillac,CTS,Sedan 4D,Sedan,6
30957.08075,10625,Cadillac,CTS,Sedan 4D,Sedan,6
31431.13037,11013,Cadillac,CTS,Sedan 4D,Sedan,6
30781.51563,14937,Cadillac,CTS,Sedan 4D,Sedan,6
30646.4377,17094,Cadillac,CTS,Sedan 4D,Sedan,6
30792.14903,17870,Cadillac,CTS,Sedan 4D,Sedan,6
30392.75016,18449,Cadillac,CTS,Sedan 4D,Sedan,6
28817.08185,21039,Cadillac,CTS,Sedan 4D,Sedan,6
29275.20871,21056,Cadillac,CTS,Sedan 4D,Sedan,6
28040.12853,27484,Cadillac,CTS,Sedan 4D,Sedan,6
39801.55135,14095,Cadillac,Deville,DHS Sedan 4D,Sedan,8
40335.73731,14743,Cadillac,Deville,DHS Sedan 4D,Sedan,8
39307.00916,16041,Cadillac,Deville,DHS Sedan 4D,Sedan,8
38600.23956,17138,Cadillac,Deville,DHS Sedan 4D,Sedan,8
38445.89717,18661,Cadillac,Deville,DHS Sedan 4D,Sedan,8
36077.79612,21966,Cadillac,Deville,DHS Sedan 4D,Sedan,8
35866.58271,24415,Cadillac,Deville,DHS Sedan 4D,Sedan,8
35338.65369,25163,Cadillac,Deville,DHS Sedan 4D,Sedan,8
36154.30355,25339,Cadillac,Deville,DHS Sedan 4D,Sedan,8
34685.66298,25421,Cadillac,Deville,DHS Sedan 4D,Sedan,8
42820.32902,5499,Cadillac,Deville,DTS Sedan 4D,Sedan,8
41378.04809,8125,Cadillac,Deville,DTS Sedan 4D,Sedan,8
40856.3909,12791,Cadillac,Deville,DTS Sedan 4D,Sedan,8
41419.03726,14452,Cadillac,Deville,DTS Sedan 4D,Sedan,8
37510.25357,21593,Cadillac,Deville,DTS Sedan 4D,Sedan,8
37215.16938,22211,Cadillac,Deville,DTS Sedan 4D,Sedan,8
36332.89469,25153,Cadillac,Deville,DTS Sedan 4D,Sedan,8
36245.15823,26250,Cadillac,Deville,DTS Sedan 4D,Sedan,8
32954.14134,36074,Cadillac,Deville,DTS Sedan 4D,Sedan,8
32537.18675,41829,Cadillac,Deville,DTS Sedan 4D,Sedan,8
35715.76856,6447,Cadillac,Deville,Sedan 4D,Sedan,8
35651.68002,10555,Cadillac,Deville,Sedan 4D,Sedan,8
35129.34077,11975,Cadillac,Deville,Sedan 4D,Sedan,8
35165.75937,13449,Cadillac,Deville,Sedan 4D,Sedan,8
32501.24519,17508,Cadillac,Deville,Sedan 4D,Sedan,8
33220.02845,18661,Cadillac,Deville,Sedan 4D,Sedan,8
32509.47829,20910,Cadillac,Deville,Sedan 4D,Sedan,8
31132.21349,23124,Cadillac,Deville,Sedan 4D,Sedan,8
31181.71516,26222,Cadillac,Deville,Sedan 4D,Sedan,8
31059.18103,27544,Cadillac,Deville,Sedan 4D,Sedan,8
42741.52367,2846,Cadillac,STS-V6,Sedan 4D,Sedan,6
40966.60741,7476,Cadillac,STS-V6,Sedan 4D,Sedan,6
38795.37909,13973,Cadillac,STS-V6,Sedan 4D,Sedan,6
38297.46254,16754,Cadillac,STS-V6,Sedan 4D,Sedan,6
37192.89637,19100,Cadillac,STS-V6,Sedan 4D,Sedan,6
36210.123,21778,Cadillac,STS-V6,Sedan 4D,Sedan,6
36633.63382,22042,Cadillac,STS-V6,Sedan 4D,Sedan,6
35895.49941,23056,Cadillac,STS-V6,Sedan 4D,Sedan,6
34974.37804,25796,Cadillac,STS-V6,Sedan 4D,Sedan,6
32038.33956,35326,Cadillac,STS-V6,Sedan 4D,Sedan,6
48310.32954,788,Cadillac,STS-V8,Sedan 4D,Sedan,8
48365.9809,2616,Cadillac,STS-V8,Sedan 4D,Sedan,8
45061.95194,13829,Cadillac,STS-V8,Sedan 4D,Sedan,8
44205.87588,15104,Cadillac,STS-V8,Sedan 4D,Sedan,8
42377.95544,18581,Cadillac,STS-V8,Sedan 4D,Sedan,8
41671.58314,20575,Cadillac,STS-V8,Sedan 4D,Sedan,8
41516.42986,23861,Cadillac,STS-V8,Sedan 4D,Sedan,8
41053.48217,25717,Cadillac,STS-V8,Sedan 4D,Sedan,8
38208.50102,31303,Cadillac,STS-V8,Sedan 4D,Sedan,8
39072.39205,31587,Cadillac,STS-V8,Sedan 4D,Sedan,8
70755.46672,583,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
68566.18719,6420,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
69133.73172,7892,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
66374.30704,12021,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
65281.48124,15600,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
63913.11725,18200,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
60567.54909,23193,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
57154.44344,29260,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
55639.08765,31805,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
52001.99438,42691,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8
12146.18803,10011,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
12163.82042,12101,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
11472.02276,19699,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
11017.16871,20100,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
11096.85727,20334,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
10386.04022,22225,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
11137.04565,22484,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
11045.10884,24568,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
10777.05254,27906,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
9928.188175,29680,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4
12649.11089,3629,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
12314.59122,4142,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
11318.00809,11156,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
12409.94909,11981,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
11555.2674,13404,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
11700.11149,15253,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
11215.01865,19945,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
10144.95208,23963,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
10491.0752,30948,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
9954.054174,37345,Chevrolet,AVEO,LS Sedan 4D,Sedan,4
11031.12993,20156,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11343.05401,20186,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11391.21372,21421,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11247.86253,21427,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
10921.94537,23119,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11179.95357,23121,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11394.8864,25107,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11070.06064,25476,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11013.87137,25746,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11115.01364,30056,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4
11918.45607,7278,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
12408.80615,10213,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
11302.90299,14627,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
11615.02102,19014,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
10805.13009,21013,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
11169.91839,22380,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
10770.10655,25065,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
10872.01393,25869,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
10921.94537,27776,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
9919.048185,34621,Chevrolet,AVEO,LT Sedan 4D,Sedan,4
10813.34352,266,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
11167.861,4716,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
10897.07651,6699,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
10106.01643,14200,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
10354.04385,14521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
10287.97736,16521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
9720.97889,20836,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
9506.047937,22169,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
9789.037676,22986,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
9220.829677,29992,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4
10971.09561,7091,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
10315.01823,14438,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
9654.060142,19183,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
9563.789309,19273,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
9665.84886,19565,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
9482.219404,24842,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
8638.930895,25216,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
9041.906254,26191,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
8870.947316,32914,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
8768.998585,35299,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4
13007.98418,7372,Chevrolet,Cavalier,Coupe 2D,Coupe,4
13041.874,13607,Chevrolet,Cavalier,Coupe 2D,Coupe,4
12045.9207,19136,Chevrolet,Cavalier,Coupe 2D,Coupe,4
12469.52758,19712,Chevrolet,Cavalier,Coupe 2D,Coupe,4
11539.84565,22405,Chevrolet,Cavalier,Coupe 2D,Coupe,4
11726.00297,23103,Chevrolet,Cavalier,Coupe 2D,Coupe,4
12207.87293,23512,Chevrolet,Cavalier,Coupe 2D,Coupe,4
11203.14611,27364,Chevrolet,Cavalier,Coupe 2D,Coupe,4
10788.97036,31436,Chevrolet,Cavalier,Coupe 2D,Coupe,4
11149.6183,34447,Chevrolet,Cavalier,Coupe 2D,Coupe,4
14584.44812,1160,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
13681.698,10210,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
13446.21342,17741,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
12327.64161,19347,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
12274.95758,19612,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
12630.77503,22571,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
12425.38917,22771,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
12319.69625,24568,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
12549.89233,25816,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
12234.88805,30297,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4
14894.98259,2464,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
14198.09246,11322,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
14678.10533,11488,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
13167.70232,14630,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
13471.00508,18910,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
12573.89994,25048,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
12383.40281,25069,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
13230.91867,25862,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
11080.51638,36855,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
11328.95887,39946,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4
15053.93373,4652,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
14397.92808,5189,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
14642.32358,6224,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
13464.80288,14231,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
13678.863,17971,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
12507.48527,19715,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
13141.04795,19898,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
13594.08559,20682,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
12733.85792,21386,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
12230.09977,28408,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4
14222.3054,8427,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
14266.91258,8615,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
14255.74768,16958,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
13762.90145,18040,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
14275.12764,18533,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
13688.00011,18766,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
13308.83375,20043,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
14145.88099,20512,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
12944.93875,21684,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
12846.06159,27560,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4
14061.12277,4922,Chevrolet,Cavalier,Sedan 4D,Sedan,4
13072.84163,14311,Chevrolet,Cavalier,Sedan 4D,Sedan,4
11699.03392,19816,Chevrolet,Cavalier,Sedan 4D,Sedan,4
12257.16409,21492,Chevrolet,Cavalier,Sedan 4D,Sedan,4
11574.17381,21525,Chevrolet,Cavalier,Sedan 4D,Sedan,4
11539.04853,24163,Chevrolet,Cavalier,Sedan 4D,Sedan,4
12243.06062,25014,Chevrolet,Cavalier,Sedan 4D,Sedan,4
11671.85813,25727,Chevrolet,Cavalier,Sedan 4D,Sedan,4
11464.62886,29410,Chevrolet,Cavalier,Sedan 4D,Sedan,4
10546.78275,38866,Chevrolet,Cavalier,Sedan 4D,Sedan,4
15553.20871,7695,Chevrolet,Classic,Sedan 4D,Sedan,4
15047.00274,12305,Chevrolet,Classic,Sedan 4D,Sedan,4
13540.04164,17343,Chevrolet,Classic,Sedan 4D,Sedan,4
14077.96885,17445,Chevrolet,Classic,Sedan 4D,Sedan,4
12981.95203,20309,Chevrolet,Classic,Sedan 4D,Sedan,4
13436.00015,20530,Chevrolet,Classic,Sedan 4D,Sedan,4
13161.94283,21145,Chevrolet,Classic,Sedan 4D,Sedan,4
14220.01322,23069,Chevrolet,Classic,Sedan 4D,Sedan,4
12379.12647,31199,Chevrolet,Classic,Sedan 4D,Sedan,4
11581.90504,36566,Chevrolet,Classic,Sedan 4D,Sedan,4
14023.93855,13776,Chevrolet,Cobalt,Coupe 2D,Coupe,4
12810.91058,19461,Chevrolet,Cobalt,Coupe 2D,Coupe,4
13135.90503,21796,Chevrolet,Cobalt,Coupe 2D,Coupe,4
13106.90042,21910,Chevrolet,Cobalt,Coupe 2D,Coupe,4
12845.17425,22382,Chevrolet,Cobalt,Coupe 2D,Coupe,4
12570.13668,22479,Chevrolet,Cobalt,Coupe 2D,Coupe,4
12897.92954,23200,Chevrolet,Cobalt,Coupe 2D,Coupe,4
11961.61996,27394,Chevrolet,Cobalt,Coupe 2D,Coupe,4
12706.91135,27521,Chevrolet,Cobalt,Coupe 2D,Coupe,4
12487.05429,28492,Chevrolet,Cobalt,Coupe 2D,Coupe,4
15635.79616,1169,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
15747.80397,6048,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
14619.07856,15768,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
14185.02155,20374,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
13699.03578,25845,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
13310.05959,26143,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
13530.06864,27249,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
13019.07114,27942,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
12684.98623,29891,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
12553.07143,32844,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4
14997.88434,8880,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
14847.04415,12980,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
15128.99224,13828,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
15000.99271,14504,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
14593.8541,18790,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
14304.74104,21128,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
13688.94568,21611,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
13744.84985,23748,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
13545.0309,27431,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
12741.19023,34815,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4
16116.84392,865,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
16428.57898,9882,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
15084.8154,14824,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
15163.16986,17158,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
14897.04055,18210,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
14508.75009,18910,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
14418.16529,19818,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
14191.88228,21181,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
14401.90693,21527,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
14175.87908,21627,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4
14429.78964,6114,Chevrolet,Cobalt,Sedan 4D,Sedan,4
14696.02899,6709,Chevrolet,Cobalt,Sedan 4D,Sedan,4
14582.76912,7115,Chevrolet,Cobalt,Sedan 4D,Sedan,4
14194.8236,9561,Chevrolet,Cobalt,Sedan 4D,Sedan,4
14072.13523,15233,Chevrolet,Cobalt,Sedan 4D,Sedan,4
13994.90646,17270,Chevrolet,Cobalt,Sedan 4D,Sedan,4
13830.24902,17594,Chevrolet,Cobalt,Sedan 4D,Sedan,4
13159.82154,22740,Chevrolet,Cobalt,Sedan 4D,Sedan,4
12495.97075,26204,Chevrolet,Cobalt,Sedan 4D,Sedan,4
12678.85397,28683,Chevrolet,Cobalt,Sedan 4D,Sedan,4
46732.60603,3625,Chevrolet,Corvette,Conv 2D,Convertible,8
47065.20991,5239,Chevrolet,Corvette,Conv 2D,Convertible,8
44749.68679,12115,Chevrolet,Corvette,Conv 2D,Convertible,8
42773.02839,14546,Chevrolet,Corvette,Conv 2D,Convertible,8
41371.37927,20000,Chevrolet,Corvette,Conv 2D,Convertible,8
39547.5879,23826,Chevrolet,Corvette,Conv 2D,Convertible,8
39691.7274,25169,Chevrolet,Corvette,Conv 2D,Convertible,8
38824.86909,25960,Chevrolet,Corvette,Conv 2D,Convertible,8
36970.89805,30502,Chevrolet,Corvette,Conv 2D,Convertible,8
37288.93674,32039,Chevrolet,Corvette,Conv 2D,Convertible,8
39875.85426,7054,Chevrolet,Corvette,Coupe 2D,Coupe,8
39713.66792,8967,Chevrolet,Corvette,Coupe 2D,Coupe,8
38990.60733,9410,Chevrolet,Corvette,Coupe 2D,Coupe,8
39092.18992,10717,Chevrolet,Corvette,Coupe 2D,Coupe,8
39365.88324,11619,Chevrolet,Corvette,Coupe 2D,Coupe,8
35261.43643,21350,Chevrolet,Corvette,Coupe 2D,Coupe,8
35575.41705,22740,Chevrolet,Corvette,Coupe 2D,Coupe,8
34297.30535,24259,Chevrolet,Corvette,Coupe 2D,Coupe,8
34739.21496,25747,Chevrolet,Corvette,Coupe 2D,Coupe,8
31186.74146,34191,Chevrolet,Corvette,Coupe 2D,Coupe,8
21757.04951,1853,Chevrolet,Impala,LS Sedan 4D,Sedan,6
19528.10043,14115,Chevrolet,Impala,LS Sedan 4D,Sedan,6
19075.67875,18198,Chevrolet,Impala,LS Sedan 4D,Sedan,6
19409.75261,18795,Chevrolet,Impala,LS Sedan 4D,Sedan,6
18527.20897,19874,Chevrolet,Impala,LS Sedan 4D,Sedan,6
18912.9816,21512,Chevrolet,Impala,LS Sedan 4D,Sedan,6
17839.80077,25453,Chevrolet,Impala,LS Sedan 4D,Sedan,6
17789.34673,26980,Chevrolet,Impala,LS Sedan 4D,Sedan,6
17294.181,29368,Chevrolet,Impala,LS Sedan 4D,Sedan,6
18083.3963,29420,Chevrolet,Impala,LS Sedan 4D,Sedan,6
20021.19521,1787,Chevrolet,Impala,Sedan 4D,Sedan,6
